title,budget,id,original_language,original_title,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,vote_average,vote_count
Snow White: A Tale of Terror,26000000,9092,en,Snow White: A Tale of Terror,4.810621,"[{""name"": ""Interscope Communications"", ""id"": 10201}, {""name"": ""Polygram Filmed Entertainment"", ""id"": 31080}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1997-07-18,0,100,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The fairy tale is over.,6.0,62
The Curse of the Jade Scorpion,0,2779,en,The Curse of the Jade Scorpion,9.317265,"[{""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""Gravier Productions"", ""id"": 1824}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2001-08-05,0,103,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""pl"", ""name"": ""Polski""}]",Released,Love stings,6.5,165
Accidental Love,26000000,316002,en,Accidental Love,5.644844,"[{""name"": ""K. JAM Media"", ""id"": 17888}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-02-10,0,100,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Sometimes you nail love. Sometimes it nails you.,3.9,95
Flipper,25530000,36355,en,Flipper,4.475007,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""The Bubble Factory"", ""id"": 27128}, {""name"": ""American Films"", ""id"": 38181}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1996-05-17,20080020,95,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,This summer it's finally safe to go back in the water.,5.3,84
Self/less,26000000,238615,en,Self/less,66.097437,"[{""name"": ""Endgame Entertainment"", ""id"": 1205}, {""name"": ""Ram Bergman Productions"", ""id"": 11092}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-07-10,30523226,116,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,God Created Man. Man Created Immortality.,6.3,1091
The Constant Gardener,25000000,1985,en,The Constant Gardener,20.679652,"[{""name"": ""Studio Babelsberg"", ""id"": 264}, {""name"": ""Epsilon Motion Pictures"", ""id"": 1171}, {""name"": ""UK Film Council"", ""id"": 2452}, {""name"": ""Scion Films"", ""id"": 7419}, {""name"": ""Focus Features"", ""id"": 10146}, {""name"": ""Blue Sky Films"", ""id"": 33680}, {""name"": ""Potboiler Productions"", ""id"": 36615}]","[{""iso_3166_1"": ""CN"", ""name"": ""China""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2005-08-31,82466670,129,"[{""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}, {""iso_639_1"": ""sw"", ""name"": ""Kiswahili""}]",Released,Love. At any cost.,6.8,417
The Passion of the Christ,30000000,615,en,The Passion of the Christ,38.171417,"[{""name"": ""Icon Productions"", ""id"": 152}, {""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004-02-25,611899420,127,"[{""iso_639_1"": ""he"", ""name"": ""\u05e2\u05b4\u05d1\u05b0\u05e8\u05b4\u05d9\u05ea""}, {""iso_639_1"": ""la"", ""name"": ""Latin""}]",Released,"By his wounds, we were healed.",6.9,864
Mrs. Doubtfire,25000000,788,en,Mrs. Doubtfire,30.884535,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Blue Wolf"", ""id"": 10230}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1993-11-24,441286195,125,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,She makes dinner. She does windows. She reads bedtime stories. She's a blessing... in disguise.,7.0,1591
Rain Man,25000000,380,en,Rain Man,49.510658,"[{""name"": ""United Artists"", ""id"": 60}, {""name"": ""Star Partners II Ltd."", ""id"": 206}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1988-12-11,412800000,133,"[{""iso_639_1"": ""it"", ""name"": ""Italiano""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,A journey through understanding and fellowship.,7.6,1709
Gran Torino,33000000,13223,en,Gran Torino,50.7453,"[{""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""Malpaso Productions"", ""id"": 171}, {""name"": ""Gerber Pictures"", ""id"": 975}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Double Nickel Entertainment"", ""id"": 10138}, {""name"": ""Matten Productions"", ""id"": 27351}, {""name"": ""WV Films IV"", ""id"": 27352}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}]",2008-12-09,269958228,116,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Ever come across somebody you shouldn't have messed with?,7.8,3086
W.,25100000,10523,en,W.,10.445391,"[{""name"": ""Ixtlan Productions"", ""id"": 525}, {""name"": ""Emperor Motion Pictures"", ""id"": 2726}, {""name"": ""Global Entertainment Group"", ""id"": 2727}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2008-10-17,29506464,131,"[{""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,A life misunderestimated.,6.1,143
Taken,25000000,8681,en,Taken,80.879032,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""M6 Films"", ""id"": 1115}, {""name"": ""Canal+"", ""id"": 5358}, {""name"": ""TPS Star"", ""id"": 6586}, {""name"": ""Grive Productions"", ""id"": 6877}, {""name"": ""EuropaCorp"", ""id"": 6896}, {""name"": ""M6"", ""id"": 11261}, {""name"": ""Wintergreen Productions"", ""id"": 11845}, {""name"": ""All Pictures Media"", ""id"": 23614}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2008-02-18,226830568,93,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""ar"", ""name"": ""\u0627\u0644\u0639\u0631\u0628\u064a\u0629""}, {""iso_639_1"": ""sq"", ""name"": ""shqip""}]",Released,They took his daughter.  He'll take their lives.,7.2,4369
The Best of Me,26000000,239571,en,The Best of Me,33.93914,"[{""name"": ""Relativity Media"", ""id"": 7295}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-10-16,35926213,117,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,You never forget your first love.,7.2,765
The Bodyguard,25000000,619,en,The Bodyguard,26.576385,"[{""name"": ""Tig Productions"", ""id"": 335}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Kasdan Pictures"", ""id"": 13040}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1992-11-25,411006740,129,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Never let her out of your sight. Never let your guard down. Never fall in love.,6.1,661
Schindler's List,22000000,424,en,Schindler's List,104.469351,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Amblin Entertainment"", ""id"": 56}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1993-11-29,321365567,195,"[{""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""pl"", ""name"": ""Polski""}, {""iso_639_1"": ""he"", ""name"": ""\u05e2\u05b4\u05d1\u05b0\u05e8\u05b4\u05d9\u05ea""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"Whoever saves one life, saves the world entire.",8.3,4329
The Help,25000000,50014,en,The Help,42.191509,"[{""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""1492 Pictures"", ""id"": 436}, {""name"": ""Participant Productions"", ""id"": 2030}, {""name"": ""Imagenation Abu Dhabi FZ"", ""id"": 6736}, {""name"": ""Reliance Entertainment"", ""id"": 7294}, {""name"": ""Touchstone Pictures"", ""id"": 9195}]","[{""iso_3166_1"": ""IN"", ""name"": ""India""}, {""iso_3166_1"": ""AE"", ""name"": ""United Arab Emirates""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2011-08-09,124272124,146,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Change begins with a whisper.,7.8,1910
The Fifth Estate,28000000,162903,en,The Fifth Estate,20.267062,"[{""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""Participant Media"", ""id"": 6735}, {""name"": ""Reliance Entertainment"", ""id"": 7294}, {""name"": ""Touchstone Pictures"", ""id"": 9195}, {""name"": ""Anonymous Content"", ""id"": 10039}]","[{""iso_3166_1"": ""BE"", ""name"": ""Belgium""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2013-10-11,8555008,128,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,You can't expose the world's secrets without exposing yourself,5.7,364
Scooby-Doo 2: Monsters Unleashed,0,11024,en,Scooby-Doo 2: Monsters Unleashed,22.644275,"[{""name"": ""Mosaic Media Group"", ""id"": 748}, {""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004-03-24,181466833,93,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,They came. They saw. They ran.,5.4,500
Forbidden Kingdom,26000000,208763,ru,Viy,7.182761,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Ankor-Film"", ""id"": 21450}]","[{""iso_3166_1"": ""CZ"", ""name"": ""Czech Republic""}, {""iso_3166_1"": ""RU"", ""name"": ""Russia""}, {""iso_3166_1"": ""UA"", ""name"": ""Ukraine""}]",2014-01-30,0,127,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}]",Released,The truth is in you,4.9,71
Freddy vs. Jason,30000000,6466,en,Freddy vs. Jason,26.69592,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Cecchi Gori Group Tiger Cinematografica"", ""id"": 371}, {""name"": ""Avery Pix"", ""id"": 1565}, {""name"": ""Sean S. Cunningham Films"", ""id"": 17611}, {""name"": ""Crystal Lake Entertainment"", ""id"": 21783}, {""name"": ""WTC Productions"", ""id"": 50102}, {""name"": ""Yannix Technology Corporation"", ""id"": 53063}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""IT"", ""name"": ""Italy""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2003-08-15,114908830,97,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Evil Will Battle Evil,5.8,594
The Face of an Angel,0,254024,en,The Face of an Angel,7.336256,"[{""name"": ""Revolution Films"", ""id"": 163}, {""name"": ""BBC Films"", ""id"": 288}, {""name"": ""Cattleya"", ""id"": 10102}, {""name"": ""Vedette Finance"", ""id"": 34381}, {""name"": ""Multitrade"", ""id"": 48197}, {""name"": ""Ypsilon Films"", ""id"": 53326}]","[{""iso_3166_1"": ""IT"", ""name"": ""Italy""}, {""iso_3166_1"": ""ES"", ""name"": ""Spain""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2014-09-06,0,100,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,"Forget the truth, find the story.",4.7,64
Jimmy Neutron: Boy Genius,25000000,12589,en,Jimmy Neutron: Boy Genius,12.739721,"[{""name"": ""Nickelodeon Movies"", ""id"": 2348}, {""name"": ""Universal Cartoon Studios"", ""id"": 4285}, {""name"": ""Paramount Animation"", ""id"": 24955}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2001-12-21,80936232,83,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"He may be small, but he's got a big brain!",5.6,231
Cloverfield,25000000,7191,en,Cloverfield,46.942396,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Bad Robot"", ""id"": 11461}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2008-01-15,170764026,85,"[{""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Some Thing Has Found Us,6.4,2251
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,25000000,1497,en,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,15.505137,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Golden Harvest Company"", ""id"": 2521}]","[{""iso_3166_1"": ""HK"", ""name"": ""Hong Kong""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1991-03-22,78000000,88,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"Cowabunga, it's the new turtle movie.",5.8,286
The Untouchables,25000000,117,en,The Untouchables,38.272889,"[{""name"": ""Paramount Pictures"", ""id"": 4}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1987-06-02,76270454,119,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,What are you prepared to do?,7.6,1384
No Country for Old Men,25000000,6977,en,No Country for Old Men,53.645267,"[{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""Scott Rudin Productions"", ""id"": 258}, {""name"": ""Paramount Vantage"", ""id"": 838}, {""name"": ""Mike Zoss Productions"", ""id"": 2092}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2007-11-08,171600000,122,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,There are no clean getaways.,7.7,3003
Ride Along,25000000,168530,en,Ride Along,28.468,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Rainforest Films"", ""id"": 1309}, {""name"": ""Cube Vision"", ""id"": 2780}, {""name"": ""Relativity Media"", ""id"": 7295}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-01-07,153997819,99,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Propose to this cop's sister? Rookie mistake.,6.1,853
Bridget Jones's Diary,25000000,634,en,Bridget Jones's Diary,35.310712,"[{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Studio Canal"", ""id"": 5870}, {""name"": ""Working Title Films"", ""id"": 10163}, {""name"": ""Little Bird"", ""id"": 11358}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""IE"", ""name"": ""Ireland""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2001-04-13,281929795,97,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Health Warning: Adopting Bridget's lifestyle could seriously damage your health.,6.5,1356
Chocolat,25000000,392,en,Chocolat,28.727731,"[{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""David Brown Productions"", ""id"": 903}, {""name"": ""Fat Free"", ""id"": 65781}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2000-12-14,152500343,121,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,...and the world is still indulging!,6.8,951
"Legally Blonde 2: Red, White & Blonde",45000000,10327,en,"Legally Blonde 2: Red, White & Blonde",4.340616,"[{""name"": ""Type A Films"", ""id"": 2308}, {""name"": ""Marc Platt Productions"", ""id"": 2527}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2003-07-02,124914842,95,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Bigger. Bolder. Blonder.,5.1,377
Parental Guidance,25000000,88042,en,Parental Guidance,14.604911,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Dune Entertainment"", ""id"": 444}, {""name"": ""Dune Entertainment III"", ""id"": 6332}, {""name"": ""Chernin Entertainment"", ""id"": 7076}, {""name"": ""Walden Media"", ""id"": 10221}, {""name"": ""Face Productions"", ""id"": 48638}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2012-12-25,119772232,104,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Here come the grandparents.  There go the rules.,5.7,210
No Strings Attached,25000000,41630,en,No Strings Attached,38.688822,"[{""name"": ""Katalyst Films"", ""id"": 817}, {""name"": ""The Montecito Picture Company"", ""id"": 2364}, {""name"": ""Handsomecharlie Films"", ""id"": 8873}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2011-01-21,147780440,107,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Friendship has its benefits.,6.1,1331
Tombstone,25000000,11969,en,Tombstone,30.537845,"[{""name"": ""Hollywood Pictures"", ""id"": 915}, {""name"": ""Cinergi Pictures Entertainment"", ""id"": 1504}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1993-12-25,56505065,130,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""la"", ""name"": ""Latin""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,Justice is coming.,7.4,626
Romeo Must Die,25000000,2085,en,Romeo Must Die,19.750059,"[{""name"": ""Silver Pictures"", ""id"": 1885}, {""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2000-03-20,91036760,115,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""zh"", ""name"": ""\u666e\u901a\u8bdd""}]",Released,"In the city ruled by criminals, two families have forgotten their fear. He will make them remember.",6.0,330
The Omen,2800000,794,en,The Omen,25.939385,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Mace Neufeld Productions"", ""id"": 2767}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1976-06-06,60922980,111,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}, {""iso_639_1"": ""la"", ""name"": ""Latin""}]",Released,It is the greatest mystery of all because no human being will ever solve it.,7.2,476
Final Destination 3,25000000,9286,en,Final Destination 3,31.64341,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Zide-Perry Productions"", ""id"": 3169}, {""name"": ""Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 1 KG"", ""id"": 12067}, {""name"": ""Hard Eight Pictures"", ""id"": 48772}, {""name"": ""Matinee Pictures"", ""id"": 48785}, {""name"": ""Practical Pictures"", ""id"": 48788}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-02-10,117719158,93,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,This Ride Will Be The Death Of You.,5.8,974
The Lucky One,25000000,77877,en,The Lucky One,26.811541,"[{""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""DiNovi Pictures"", ""id"": 813}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Langley Park Production"", ""id"": 8057}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2012-04-19,99357138,101,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,6.8,946
Bridge to Terabithia,60000000,1265,en,Bridge to Terabithia,40.646102,"[{""name"": ""Walden Media"", ""id"": 10221}, {""name"": ""Hal Lieberman Company"", ""id"": 23890}, {""name"": ""Lauren Levine Productions Inc."", ""id"": 60611}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2007-02-16,137587063,96,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"Close your eyes, but keep your mind wide open.",7.0,1113
